crop,outcome,num_farmers,mean,icc,sd,detectable_difference,attrition_percentage,multiples_sd
Maize,Production per hectare,120,533.43048,.127644,683.95239,154.04379,10,no
Maize,Production per hectare,120,533.43048,.127644,683.95239,.2260621,20,yes
Maize,Production per hectare,120,533.43048,.127644,683.95239,154.61571,20,no
Maize,Production per hectare,120,533.43048,.127644,683.95239,.22713269,30,yes
Maize,Production per hectare,120,533.43048,.127644,683.95239,155.34795,30,no
Maize,Production per hectare,120,533.43048,.127644,683.95239,.22855237,40,yes
Maize,Production per hectare,120,533.43048,.127644,683.95239,156.31894,40,no
Avocado,Production,120,539.82275,0,3644.7126,.055808913,0,yes
Avocado,Production,120,539.82275,0,3644.7126,203.40746,0,no
Avocado,Production,120,539.82275,0,3644.7126,.058827762,10,yes
Avocado,Production,120,539.82275,0,3644.7126,214.41028,10,no
Avocado,Production,120,539.82275,0,3644.7126,.062396262,20,yes
Avocado,Production,120,539.82275,0,3644.7126,227.41644,20,no
Avocado,Production,120,539.82275,0,3644.7126,.066704407,30,yes
Avocado,Production,120,539.82275,0,3644.7126,243.11841,30,no
Avocado,Production,120,539.82275,0,3644.7126,.072048999,40,yes
Avocado,Production,120,539.82275,0,3644.7126,262.5979,40,no
Avocado,Production per hectare,120,,0,,,0,yes
Avocado,Production per hectare,120,,0,,,0,no
Avocado,Production per hectare,120,,0,,,10,yes
Avocado,Production per hectare,120,,0,,,10,no
Avocado,Production per hectare,120,,0,,,20,yes
Avocado,Production per hectare,120,,0,,,20,no
Avocado,Production per hectare,120,,0,,,30,yes
Avocado,Production per hectare,120,,0,,,30,no
Avocado,Production per hectare,120,,0,,,40,yes
Avocado,Production per hectare,120,,0,,,40,no
Groundnut,Production,120,250.15016,0,403.42685,.055808913,0,yes
Groundnut,Production,120,250.15016,0,403.42685,22.514814,0,no
Groundnut,Production,120,250.15016,0,403.42685,.058827762,10,yes
Groundnut,Production,120,250.15016,0,403.42685,23.732697,10,no
Groundnut,Production,120,250.15016,0,403.42685,.062396262,20,yes
Groundnut,Production,120,250.15016,0,403.42685,25.172327,20,no
Groundnut,Production,120,250.15016,0,403.42685,.066704407,30,yes
Groundnut,Production,120,250.15016,0,403.42685,26.910349,30,no
Groundnut,Production,120,250.15016,0,403.42685,.072048999,40,yes
Groundnut,Production,120,250.15016,0,403.42685,29.0665,40,no
Groundnut,Production per hectare,120,271.5231,0,376.33957,.055808913,0,yes
Groundnut,Production per hectare,120,271.5231,0,376.33957,21.003101,0,no
Groundnut,Production per hectare,120,271.5231,0,376.33957,.058827762,10,yes
Groundnut,Production per hectare,120,271.5231,0,376.33957,22.139214,10,no
Groundnut,Production per hectare,120,271.5231,0,376.33957,.062396262,20,yes
Groundnut,Production per hectare,120,271.5231,0,376.33957,23.482182,20,no
Groundnut,Production per hectare,120,271.5231,0,376.33957,.066704407,30,yes
Groundnut,Production per hectare,120,271.5231,0,376.33957,25.103508,30,no
Groundnut,Production per hectare,120,271.5231,0,376.33957,.072048999,40,yes
Groundnut,Production per hectare,120,271.5231,0,376.33957,27.114889,40,no
Beans,Production,120,1756.2041,.021574993,31272.17,.10540979,0,yes
Beans,Production,120,1756.2041,.021574993,31272.17,3296.3928,0,no
Beans,Production,120,1756.2041,.021574993,31272.17,.10700387,10,yes
Beans,Production,120,1756.2041,.021574993,31272.17,3346.2429,10,no
Beans,Production,120,1756.2041,.021574993,31272.17,.10896368,20,yes
Beans,Production,120,1756.2041,.021574993,31272.17,3407.5305,20,no
Beans,Production,120,1756.2041,.021574993,31272.17,.11143279,30,yes
Beans,Production,120,1756.2041,.021574993,31272.17,3484.7451,30,no
Beans,Production,120,1756.2041,.021574993,31272.17,.11464226,40,yes
Beans,Production,120,1756.2041,.021574993,31272.17,3585.1121,40,no
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,.10555448,0,yes
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,3300.7202,0,no
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,.10714628,10,yes
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,3350.4961,10,no
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,.10910337,20,yes
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,3411.6948,20,no
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,.11156919,30,yes
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,3488.8018,30,no
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,.11477457,40,yes
Beans,Production per hectare,120,1781.7996,.021657351,31270.299,3589.0352,40,no
